Agency,Descriptor,Resolved Type,Duration Type,Community Board,Cluster Labels
NYPD,Noise,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Traffic,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",02 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",01 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",07 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Energy,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",08 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
DPR,Safety,referred,"(63.33, 2677.65]",05 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",07 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,info_needed,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Personal Issue,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Traffic,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Traffic,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Traffic,fixed,"(63.33, 2677.65]",08 BRONX,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,House,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,info_needed,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Personal Issue,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Energy,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",08 MANHATTAN,1
NYPD,Safety,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Safety,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",06 MANHATTAN,8
NYPD,Safety,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",07 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
HPD,Energy,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Energy,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,House,info_needed,"(2677.65, 59476.62]",11 MANHATTAN,4
HPD,Energy,no_violation,"(63.33, 2677.65]",10 MANHATTAN,9
HPD,Energy,no_violation,"(63.33, 2677.65]",10 MANHATTAN,9
HPD,House,no_violation,"(63.33, 2677.65]",10 MANHATTAN,9
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",02 MANHATTAN,10
NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",02 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Safety,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",11 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",11 MANHATTAN,7
NYPD,Traffic,info_needed,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Safety,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
NYPD,Safety,fixed,"(26.55, 63.33]",02 MANHATTAN,1
NYPD,Traffic,info_needed,"(26.55, 63.33]",09 MANHATTAN,8
NYPD,Noise,info_needed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Safety,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",01 MANHATTAN,2
NYPD,Safety,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",11 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",01 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",11 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",01 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Safety,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,info_needed,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,fixed,"(26.55, 63.33]",06 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",06 MANHATTAN,1
DOT,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
DOT,Traffic,no_violation,"(63.33, 2677.65]",02 MANHATTAN,7
NYPD,Noise,info_needed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",11 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Noise,fixed,"(0.069, 26.55]",06 MANHATTAN,10
NYPD,Traffic,info_needed,"(26.55, 63.33]",11 MANHATTAN,8
DOT,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
DOT,Noise,no_violation,"(63.33, 2677.65]",08 MANHATTAN,3
DOT,Noise,referred,"(63.33, 2677.65]",08 MANHATTAN,3
DOT,Noise,no_violation,"(63.33, 2677.65]",08 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",06 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
DOT,Noise,no_violation,"(63.33, 2677.65]",06 MANHATTAN,3
NYPD,Noise,info_needed,"(0.069, 26.55]",11 MANHATTAN,6
DOT,Other,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
HPD,Animals,info_needed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Animals,info_needed,"(2677.65, 59476.62]",10 MANHATTAN,9
NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Safety,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Personal Issue,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",06 MANHATTAN,1
DOT,Noise,no_violation,"(63.33, 2677.65]",06 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
DOT,Other,referred,"(63.33, 2677.65]",03 MANHATTAN,3
DOT,Traffic,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
DOT,Other,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
DOT,Other,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
DOT,Personal Issue,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
DOT,Commercial,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",03 MANHATTAN,5
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",03 MANHATTAN,5
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,5
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Other,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Animals,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,Other,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,House,info_needed,"(2677.65, 59476.62]",09 MANHATTAN,4
HPD,House,duplicated_report,"(63.33, 2677.65]",10 MANHATTAN,9
HPD,House,fixed,"(63.33, 2677.65]",10 MANHATTAN,4
HPD,House,fixed,"(63.33, 2677.65]",03 MANHATTAN,4
HPD,House,duplicated_report,"(63.33, 2677.65]",03 MANHATTAN,4
HPD,House,duplicated_report,"(63.33, 2677.65]",03 MANHATTAN,4
HPD,House,fixed,"(26.55, 63.33]",03 MANHATTAN,4
HPD,House,info_needed,"(63.33, 2677.65]",07 MANHATTAN,4
HPD,House,no_violation,"(63.33, 2677.65]",12 MANHATTAN,4
HPD,House,duplicated_report,"(63.33, 2677.65]",12 MANHATTAN,4
HPD,House,no_violation,"(63.33, 2677.65]",12 MANHATTAN,4
HPD,House,duplicated_report,"(63.33, 2677.65]",12 MANHATTAN,4
HPD,House,duplicated_report,"(63.33, 2677.65]",12 MANHATTAN,4
HPD,House,no_violation,"(63.33, 2677.65]",09 MANHATTAN,9
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Energy,fixed,"(26.55, 63.33]",06 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",03 MANHATTAN,5
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",03 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",03 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
DPR,Other,no_violation,"(0.069, 26.55]",64 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Safety,fixed,"(26.55, 63.33]",07 MANHATTAN,1
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",07 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
DSNY,Safety,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
HPD,Personal Issue,fixed,"(63.33, 2677.65]",09 MANHATTAN,4
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",03 MANHATTAN,5
DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",11 MANHATTAN,3
DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",11 MANHATTAN,3
DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",11 MANHATTAN,3
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",12 MANHATTAN,5
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",12 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
HPD,House,info_needed,"(2677.65, 59476.62]",06 MANHATTAN,4
HPD,Energy,info_needed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Energy,info_needed,"(2677.65, 59476.62]",07 MANHATTAN,4
HPD,House,info_needed,"(2677.65, 59476.62]",07 MANHATTAN,4
HPD,Safety,info_needed,"(2677.65, 59476.62]",07 MANHATTAN,4
HPD,House,info_needed,"(2677.65, 59476.62]",07 MANHATTAN,4
HPD,House,info_needed,"(2677.65, 59476.62]",07 MANHATTAN,4
HPD,Safety,info_needed,"(2677.65, 59476.62]",07 MANHATTAN,4
HPD,Animals,info_needed,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Animals,info_needed,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,House,info_needed,"(2677.65, 59476.62]",11 MANHATTAN,4
HPD,Animals,info_needed,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,House,info_needed,"(2677.65, 59476.62]",11 MANHATTAN,4
HPD,House,info_needed,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Animals,info_needed,"(2677.65, 59476.62]",10 MANHATTAN,9
